"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"351","동물위탁관리업","02_03_10_P","5380000","538000004820210014","20210412","","01","영업/정상","0000","정상","","","","","055-385-8883","0","","경상남도 양산시 중부동 ***-**","경상남도 양산시 양주*길 ** (중부동)","50620","보라애견","20220428180946","I","2022-07-02 17:34:28.0","","384520.066895691","206351.282123513","동물위탁관리업","동물위탁관리업","000","0",
"352","동물위탁관리업","02_03_10_P","5380000","538000004820210015","20210413","","01","영업/정상","0000","정상","","","","","055-364-4633","0","","경상남도 양산시 물금읍 범어리 ***-*","경상남도 양산시 물금읍 목화로 **, ***호","50600","멍멍친구 애견샵","20220428180946","I","2022-07-02 17:34:28.0","","381926.835349524","205462.873865565","동물위탁관리업","동물위탁관리업","000","0",
"353","동물위탁관리업","02_03_10_P","5380000","538000004820210016","20210415","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 삼호동 ***-* 너나드리","경상남도 양산시 연호*길 **, 너나드리 *층 (삼호동)","50527","멍스타그램 2호점","20220428180946","I","2022-07-02 17:34:28.0","","397684.220611034","215193.133892517","동물위탁관리업","동물위탁관리업","000","0",
"354","동물위탁관리업","02_03_10_P","5380000","538000004820210021","20211028","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 덕계동 ****-*","경상남도 양산시 신덕계*길 **-*, 보문빌딩 ***호 (덕계동)","50538","까망이","20220428180946","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"355","동물위탁관리업","02_03_10_P","5380000","538000004820210026","20211227","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 물금읍 가촌리 ****-*","경상남도 양산시 물금읍 야리로 *, 스타빌딩 *층","50613","WAL WAL","20220428180946","I","2022-07-02 17:34:28.0","","381799.908514352","203956.282591486","동물위탁관리업","동물위탁관리업","L00","0",
"356","동물위탁관리업","02_03_10_P","5380000","538000004820220001","20220609","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 평산동 **** 양산 평산 KCC스위첸","경상남도 양산시 평산회야로 ***, 상가동 *층 오피상가 ***호 (평산동, 양산 평산 KCC스위첸)","50552","봄날의 강아지","20220609153540","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"357","동물위탁관리업","02_03_10_P","5580000","558000004820180005","20180718","","01","영업/정상","0000","정상","","","","","042-551-3010","0","","충청남도 계룡시 엄사면 엄사리 *** 성원상가 ***호","충청남도 계룡시 엄사면 엄사중앙로 **, 성원상가동 ***호 (성원아파트)","32812","계룡애견","20220524162321","U","2022-07-02 17:34:28.0","","221709.093426","309634.768998","동물위탁관리업","동물위탁관리업","000","0",
"358","동물위탁관리업","02_03_10_P","5580000","558000004820180007","20180727","","01","영업/정상","0000","정상","","","","","042-841-0028","0","","충청남도 계룡시 금암동 ***-*","충청남도 계룡시 계룡대로 *** (금암동)","32826","청춘애견 계룡점","20220428181159","I","2022-07-02 17:34:28.0","","222739.12945","308269.840597","동물위탁관리업","동물위탁관리업","000","0",
"359","동물위탁관리업","02_03_10_P","5710000","571000004820220004","20220613","","01","영업/정상","0000","정상","","","","","043-233-4898","0","","충청북도 청주시 서원구 성화동 ***","충청북도 청주시 서원구 신화로 **, *층 (성화동)","28636","미용해·독","20220613174328","I","2022-07-02 17:34:28.0","","240651.034079","346404.552706","동물위탁관리업","동물위탁관리업","000","0",
"360","동물위탁관리업","02_03_10_P","5710000","571000004820220005","20220624","","01","영업/정상","0000","정상","","","","","","0","","충청북도 청주시 서원구 성화동 *** ***호","충청북도 청주시 서원구 구룡산로**번나길 **, ***호 (성화동)","28616","까꾸멍멍","20220624091854","I","2022-07-02 17:34:28.0","","240256.109625","345904.999321","동물위탁관리업","동물위탁관리업","000","0",
"361","동물위탁관리업","02_03_10_P","6510000","651000004820190016","20190419","","01","영업/정상","0000","정상","","","","","064-749-7533","0","","제주특별자치도 제주시 연동 ***-** 두성빌딩","제주특별자치도 제주시 노연로 ***, 두성빌딩 (연동)","63123","리더스동물병원","20220428181209","I","2022-07-02 17:34:28.0","","152924.820207","-1045.10519626","동물위탁관리업","동물위탁관리업","000","0",
"362","동물위탁관리업","02_03_10_P","6510000","651000004820190025","20190606","","01","영업/정상","0000","정상","","","","","","0","","제주특별자치도 제주시 용담일동 ***-**","제주특별자치도 제주시 용담로**길 ** (용담일동)","63174","제라펫","20220428181210","I","2022-07-02 17:34:28.0","","154714.588462","1379.45486858","동물위탁관리업","동물위탁관리업","000","0",
"363","동물위탁관리업","02_03_10_P","6510000","651000004820190038","20210315","","01","영업/정상","0000","정상","","","","","064-749-7585","0","","제주특별자치도 제주시 연동 ****-*","제주특별자치도 제주시 도령로 ***, 드림플라자 *층 (연동)","63126","24시 똑똑똑 동물메티컬센터","20220428181211","I","2022-07-02 17:34:28.0","","152599.782412","-259.5860962","동물위탁관리업","동물위탁관리업","000","0",
"364","동물위탁관리업","02_03_10_P","6510000","651000004820190050","20191002","","01","영업/정상","0000","정상","","","","","064-902-9889","0","","제주특별자치도 제주시 노형동 ****-*","제주특별자치도 제주시 노형로 ***, *층 (노형동)","63088","꼬망스펫","20220428181212","I","2022-07-02 17:34:28.0","","150943.766258","-1596.55783425","동물위탁관리업","동물위탁관리업","000","0",
"365","동물위탁관리업","02_03_10_P","6510000","651000004820190053","20191116","","01","영업/정상","0000","정상","","","","","064-725-1545","0","","제주특별자치도 제주시 도련일동 ****-*","제주특별자치도 제주시 건주로*길 **, 준영빌딩 ***호 (도련일동)","63323","이루다동물병원","20220428181212","I","2022-07-02 17:34:28.0","","161034.895562","2334.8358139","동물위탁관리업","동물위탁관리업","000","0",
"366","동물위탁관리업","02_03_10_P","6510000","651000004820200004","20200312","","01","영업/정상","0000","정상","","","","","064-752-1982","0","","제주특별자치도 제주시 아라일동 ****","제주특별자치도 제주시 아란*길 ** (아라일동)","63238","겨울이네","20220428181213","I","2022-07-02 17:34:28.0","","157339.139246","-2888.89119323","동물위탁관리업","동물위탁관리업","000","0",
"367","동물위탁관리업","02_03_10_P","6510000","651000004820200013","20200512","","01","영업/정상","0000","정상","","","","","","0","","제주특별자치도 제주시 내도동 ***","제주특별자치도 제주시 도근내길 **, *층 (내도동)","63074","댕댕놀이터","20220428181213","I","2022-07-02 17:34:28.0","","147595.859491","-354.112412921","동물위탁관리업","동물위탁관리업","000","0",
"368","동물위탁관리업","02_03_10_P","6510000","651000004820200017","20200529","","01","영업/정상","0000","정상","","","","","","0","","제주특별자치도 제주시 삼양이동 ****-**","제주특별자치도 제주시 설촌로**길 **, *층 (삼양이동)","63319","곱닥한개","20220428181213","I","2022-07-02 17:34:28.0","","161160.4463","3125.04923228","동물위탁관리업","동물위탁관리업","000","0",
"369","동물위탁관리업","02_03_10_P","6510000","651000004820200022","20200601","","01","영업/정상","0000","정상","","","","","064-724-7335","0","","제주특별자치도 제주시 삼도일동 ***-**","제주특별자치도 제주시 서광로**길 *-** (삼도일동)","63186","이태리너랑같이제주","20220428181213","I","2022-07-02 17:34:28.0","","155568.245584","416.247507746","동물위탁관리업","동물위탁관리업","000","0",
"370","동물위탁관리업","02_03_10_P","4670000","467000004820180016","20180921","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 지곡동 ***","전라북도 군산시 상지곡안*길 * (지곡동)","54103","펫살롱 노아","20220428181145","I","2022-07-02 17:34:28.0","","173336.6602","272980.573459","동물위탁관리업","동물위탁관리업","000","0",
"371","동물위탁관리업","02_03_10_P","4670000","467000004820180018","20180921","","01","영업/정상","0000","정상","","","","","0634686565","0","","전라북도 군산시 산북동 ****-*","전라북도 군산시 칠성로 *** (산북동)","54162","펫&캣","20220428181145","I","2022-07-02 17:34:28.0","","170933.646687","273898.779582","동물위탁관리업","동물위탁관리업","000","0",
"372","동물위탁관리업","02_03_10_P","4670000","467000004820180020","20181013","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 장재동 **-**","전라북도 군산시 풍문안*길 ** (장재동)","54041","바둑이 이발소","20220428181145","I","2022-07-02 17:34:28.0","","174455.352993","275282.90277","동물위탁관리업","동물위탁관리업","000","0",
"373","동물위탁관리업","02_03_10_P","4670000","467000004820180022","20181013","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 나운동 ***-* 세영상가 ***호","전라북도 군산시 하나운로 ***, 세영상가 ***호 (나운동)","54135","개모임","20220428181145","I","2022-07-02 17:34:28.0","","173258.976743","274330.471779","동물위탁관리업","동물위탁관리업","000","0",
"374","동물위탁관리업","02_03_10_P","4670000","467000004820180025","20181116","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 수송동 ***-*","전라북도 군산시 문화로 **-* (수송동)","54081","마루야","20220428181146","I","2022-07-02 17:34:28.0","","174062.036834","274453.705621","동물위탁관리업","동물위탁관리업","000","0",
"375","동물위탁관리업","02_03_10_P","4670000","467000004820180028","20181224","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 미장동 ***-*","전라북도 군산시 진포로 ** (미장동)","54085","군산24시제일동물병원","20220428181146","I","2022-07-02 17:34:28.0","","175529.879839","274026.847039","동물위탁관리업","동물위탁관리업","000","0",
"376","동물위탁관리업","02_03_10_P","4670000","467000004820180029","20181224","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 수송동 **-**","전라북도 군산시 월명로 *** (수송동)","54104","펫아울렛","20220428181146","I","2022-07-02 17:34:28.0","","174241.071359","273079.217672","동물위탁관리업","동물위탁관리업","000","0",
"377","동물위탁관리업","02_03_10_P","4670000","467000004820190001","20190104","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 수송동 *** *동","전라북도 군산시 수송북로 *, *동 *층 (수송동)","54090","고양이랑놀자","20220428181146","I","2022-07-02 17:34:28.0","","174182.51746","274087.549965","동물위탁관리업","동물위탁관리업","000","0",
"378","동물위탁관리업","02_03_10_P","4670000","467000004820190002","20190116","","01","영업/정상","0000","정상","","","","","063-465-4363","0","","전라북도 군산시 문화동 **-* 도천상가 ***호","전라북도 군산시 문화로 **, 도천상가 ***호 (문화동)","54123","개린이놀이터","20220428181146","I","2022-07-02 17:34:28.0","","173715.338528","274452.510057","동물위탁관리업","동물위탁관리업","000","0",
"379","동물위탁관리업","02_03_10_P","4670000","467000004820190007","20190323","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 문화동 ***-** 금호백반","전라북도 군산시 백토로 **, 금호백반 (문화동)","54123","미스멍","20220428181146","I","2022-07-02 17:34:28.0","","173410.640776","274735.667939","동물위탁관리업","동물위탁관리업","000","0",
